Dias,Fecha,Total casos,Total altas,Total fallecidos,PCR 24,Nuevos casos,Nuevos fallecidos,Tasa de letalidad,Hospitalizados,UCI,Nuevos hospitalizados,Nuevas UCI,IA 14,IA 7,Total Casos A Coruna,Total Altas A Coruna,Total Fallecidos A Coruna,Total Hospitalizados A Coruna,Total UCI A Coruna,Total PCR A Coruna,IA 14 Coruna,IA 7 Coruna,Total Casos Ferrol,Total Altas Ferrol,Total Fallecidos Ferrol,Total Hospitalizados Ferrol,Total UCI Ferrol,Total PCR Ferrol,IA 14 Ferrol,IA 7 Ferrol,Total Casos Lugo,Total Altas Lugo,Total Fallecidos Lugo,Total Hospitalizados Lugo,Total UCI Lugo,Total PCR Lugo,IA 14 Lugo,IA 7 Lugo,Total Casos Ourense,Total Altas Ourense,Total Fallecidos Ourense,Total Hospitalizados Ourense,Total UCI Ourense,Total PCR Ourense,IA 14 Ourense,IA 7 Ourense,Total Casos Pontevedra,Total Altas Pontevedra,Total Fallecidos Pontevedra,Total Hospitalizados Pontevedra,Total UCI Pontevedra,Total PCR Pontevedra,IA 14 Pontevedra,IA 7 Pontevedra,Total Casos Santiago,Total Altas Santiago,Total Fallecidos Santiago,Total Hospitalizados Santiago,Total UCI Santiago,Total PCR Santiago,IA 14 Santiago,IA 7 Santiago,Total Casos Vigo,Total Altas Vigo,Total Fallecidos Vigo,Total Hospitalizados Vigo,Total UCI Vigo,Total PCR Vigo,IA 14 Vigo,IA 7 Vigo,Poblacion Galicia,Poblacion A Coruna,Poblacion Ferrol,Poblacion Lugo,Poblacion Ourense,Poblacion Pontevedra,Poblacion Santiago,Poblacion Vigo
85,28/05/2020,11263,9849,615,,27,0,5.460356921,37,5,0,-12,24.35396302,4.663524833,,,,,,,,,,,,,,,,,,,,,,,,,1995,1770,131,8,0,19912,14.10802812,4.265217805,,,,,,,,,,,,,,,,,,1859,,7,1,,,,2701819,551600,178260,318467,304791,292782,446798,564831
86,29/05/2020,11284,9896,615,,21,0,5.450194966,37,5,0,0,12.95423565,3.849258592,,,,,,,,,,,,,,,,,,,,,,,,,1997,1777,131,7,0,20050,11.81137238,4.265217805,,,,,,,,,,,,,,,,,,1865,,9,2,,,,2701819,551600,178260,318467,304791,292782,446798,564831
87,30/05/2020,11300,9936,615,,16,0,5.442477876,36,3,-2,-1,12.58411463,3.775234388,,,,,,,,,,,,,,,,,,,,,,,,,1999,1786,131,7,0,20188,11.15518503,3.60903045,,,,,,,,,,,,,,,,,,1865,,8,1,,,,2701819,551600,178260,318467,304791,292782,446798,564831
88,31/05/2020,11306,9958,616,,6,1,5.44843446,33,4,1,-3,11.991921,3.627185981,,,,,,,,,,,,,,,,,,,,,,,,,1999,1793,131,5,0,20318,11.15518503,1.640468387,,,,,,,,,,,,,,,,,,1870,,8,2,,,,2701819,551600,178260,318467,304791,292782,446798,564831
89,01/06/2020,11308,9970,616,,2,0,5.447470817,32,2,-2,-1,10.51143692,3.553161777,,,,,,,,,,,,,,,,,,,,,,,,,1999,1793,131,5,0,20399,9.842810319,1.640468387,,,,,,,,,,,,,,,,,,1874,,4,0,,,,2701819,551600,178260,318467,304791,292782,446798,564831
90,02/06/2020,11314,9991,616,,6,0,5.444581934,27,3,1,-5,8.62381973,2.886943944,,,,,,,,,,,,,,,,,,,,,,,,,2001,1802,131,2,0,20482,8.202341933,1.968562064,,,,,,,,,,,,,,,,,,1877,,7,1,,,,2701819,551600,178260,318467,304791,292782,446798,564831
91,03/06/2020,11328,10033,617,,14,1,5.446680791,28,1,-2,1,8.327722916,2.40578662,,,,,,,,,,,,,,,,,,,,,,,,,2002,1811,131,1,0,20622,7.546154578,2.296655741,,,,,,,,,,,,,,,,,,1883,,10,0,,,,2701819,551600,178260,318467,304791,292782,446798,564831
92,04/06/2020,11335,10148,618,,7,1,5.452139391,23,1,0,-5,7.328396166,1.887617194,2756,2451,166,7,0,,,,613,560,33,2,0,,,,950,884,28,1,0,,,,2002,1818,132,1,0,20748,6.561873546,1.640468387,906,875,16,0,0,,,,1834,1613,109,8,1,,,,2274,1947,134,5,0,,,,2701819,551600,178260,318467,304791,292782,446798,564831
93,05/06/2020,11359,10178,618,,24,0,5.440619773,26,1,0,3,6.625166231,2.183714009,2763,2465,166,7,0,33501,,,613,562,33,1,0,11964,,,953,888,28,2,0,16203,,,2002,1819,132,1,0,20892,5.905686192,0.984281032,910,878,16,0,0,12732,,,1842,1619,109,9,1,21810,,,2276,1947,134,7,0,31048,,,2701819,551600,178260,318467,304791,292782,446798,564831
94,06/06/2020,11381,10221,618,,22,0,5.430102803,26,1,0,0,6.773214638,2.775907639,2768,2478,166,8,0,33812,,,613,566,33,2,0,12049,,,957,896,28,1,0,16345,,,2006,1825,132,2,0,20969,5.905686192,2.296655741,913,881,16,0,0,12864,,,1847,1628,109,7,1,21916,,,2277,1947,134,7,0,31287,,,2701819,551600,178260,318467,304791,292782,446798,564831
95,07/06/2020,11384,10242,618,,3,0,5.42867182,22,1,0,-4,6.514129925,2.81291974,2769,2484,166,5,0,34080,,,613,566,33,1,0,12139,,,957,899,28,1,0,16435,,,2006,1830,132,2,0,21097,3.937124128,2.296655741,913,881,16,0,0,12970,,,1848,1632,109,6,1,22142,,,2278,1950,134,8,0,31635,,,2701819,551600,178260,318467,304791,292782,446798,564831
96,08/06/2020,11385,10252,618,,1,0,5.428194993,19,1,0,-3,6.40309362,2.627859231,2769,2490,166,5,0,34371,,,613,567,33,1,0,12202,,,957,899,28,1,0,16515,,,2006,1831,132,2,0,21195,3.937124128,1.640468387,913,881,16,0,0,13041,,,1849,1633,109,6,1,22308,,,2278,1951,134,5,0,31758,,,2701819,551600,178260,318467,304791,292782,446798,564831
97,09/06/2020,11396,10275,618,,11,0,5.422955423,15,1,0,-4,5.921936296,2.516822926,2773,2495,166,4,0,34538,,,613,567,33,0,0,12274,,,958,899,28,1,0,16537,,,2008,1839,132,2,0,21254,4.265217805,1.968562064,914,885,16,0,0,13095,,,1852,1638,109,4,1,22488,,,2278,1952,134,5,0,31944,,,2701819,551600,178260,318467,304791,292782,446798,564831
98,10/06/2020,11432,10338,618,,36,0,5.405878237,10,0,-1,-5,6.255045212,3.590173879,2778,2511,166,3,0,34811,,3.988397389,613,567,33,0,0,12412,,0,962,903,28,1,0,16656,,3.768051321,2012,1846,132,0,0,21431,5.577592514,3.280936773,915,888,16,0,0,13280,,3.073959465,1855,1649,109,2,0,22786,,4.700110565,2297,1974,134,4,0,32230,,4.072014461,2701819,551600,178260,318467,304791,292782,446798,564831
99,11/06/2020,11440,10356,619,,8,1,5.410839161,11,0,0,1,5.773887888,2.99798025,2782,2511,166,3,0,35199,,3.444525018,613,567,33,0,0,12549,,0,963,906,28,2,0,16791,,3.140042767,2012,1849,132,0,0,21569,4.92140516,3.280936773,915,888,16,0,0,13357,,1.707755258,1856,1655,109,2,0,23020,,3.133407043,2299,1980,135,5,0,32563,,4.072014461,2701819,551600,178260,318467,304791,292782,446798,564831
100,12/06/2020,11446,10470,619,,6,0,5.408002796,8,0,0,-3,5.40376687,2.40578662,2782,2511,166,2,0,35450,,2.538071066,613,568,33,0,0,12619,,0,963,913,28,1,0,16880,,1.88402566,2012,1852,132,0,0,21705,4.265217805,1.968562064,915,891,16,0,0,13431,,0.683102103,1859,1716,109,2,0,23211,,2.685777465,2302,2019,135,3,0,32740,,4.426102675,2701819,551600,178260,318467,304791,292782,446798,564831
101,13/06/2020,11454,10476,619,,8,0,5.404225598,7,0,0,-1,5.477791073,2.590847129,2785,2511,166,1,0,35717,,2.900652647,614,569,33,0,0,12695,,0.560978346,963,913,28,1,0,16971,,1.88402566,2012,1852,132,0,0,21778,4.265217805,1.968562064,915,891,16,0,0,13563,,0.683102103,1860,1717,109,2,0,23374,,2.685777465,2305,2023,135,3,0,32977,,4.780190889,2701819,551600,178260,318467,304791,292782,446798,564831
102,14/06/2020,11456,10486,619,,2,0,5.403282123,8,0,0,1,5.477791073,2.627859231,2786,2511,166,2,0,35992,,3.081943437,614,569,33,0,0,12809,,0.560978346,964,915,28,2,0,17071,,2.198029937,2012,1853,132,0,0,21935,4.265217805,1.968562064,915,891,16,0,0,13652,,0.683102103,1860,1717,109,2,0,23646,,2.461962677,2305,2030,135,2,0,33219,,4.780190889,2701819,551600,178260,318467,304791,292782,446798,564831
103,15/06/2020,11456,10489,619,,0,0,5.403282123,8,0,0,0,5.255718462,2.220726111,2786,2512,166,2,0,36233,,2.356780276,614,569,33,0,0,12847,,0.560978346,964,916,28,2,0,17126,,1.88402566,2012,1854,132,0,0,22019,3.60903045,1.312374709,915,891,16,0,0,13736,,0.341551052,1860,1717,109,2,0,23812,,1.79051831,2305,2030,135,2,0,33329,,4.780190889,2701819,551600,178260,318467,304791,292782,446798,564831
104,16/06/2020,11459,10491,619,,3,0,5.401867528,8,0,0,0,4.848585342,0.99932675,2787,2512,166,2,0,36430,,1.631617114,614,569,33,0,0,12894,,0.560978346,964,917,28,2,0,17161,,0.628008553,2012,1854,132,0,0,22084,3.280936773,0,915,891,16,0,0,13815,,0,1860,1718,109,1,0,23920,,1.119073944,2307,2030,135,3,0,33495,,1.77044107,2701819,551600,178260,318467,304791,292782,446798,564831
105,17/06/2020,11463,10503,619,,4,0,5.399982553,7,0,0,-1,4.737549036,0.851278342,2790,2515,166,2,0,36761,6.163886875,1.450326323,614,569,33,0,0,13001,0.560978346,0.560978346,964,919,28,2,0,17267,4.396059874,0.314004277,2012,1855,132,0,0,22246,3.280936773,0,915,892,16,0,0,13937,3.073959465,0,1860,1721,109,1,0,24210,5.819184508,0.895259155,2308,2032,135,2,0,33773,6.019499638,1.593396963,2701819,551600,178260,318467,304791,292782,446798,564831
106,18/06/2020,11468,10506,619,,5,0,5.397628183,6,0,0,-1,4.034319101,0.814266241,2790,2515,166,2,0,37115,4.894851342,1.450326323,614,569,33,0,0,13125,0.560978346,0.560978346,965,919,28,1,0,17389,3.768051321,0.628008553,2012,1855,132,0,0,22368,3.280936773,0,915,892,16,0,0,14051,1.707755258,0,1861,1721,109,1,0,24463,4.252480987,0.447629578,2311,2035,135,2,0,34051,6.196543745,1.593396963,2701819,551600,178260,318467,304791,292782,446798,564831
107,19/06/2020,11478,10518,619,,10,0,5.392925597,6,0,0,0,3.590173879,0.888290444,2792,2517,166,2,0,37316,4.35097897,1.269035533,614,569,33,0,0,13261,0.560978346,0,966,921,28,1,0,17488,2.826038491,0.94201283,2013,1857,132,0,0,22463,2.296655741,0.328093677,917,892,16,0,0,14125,1.366204207,0.683102103,1861,1723,109,1,0,24623,3.133407043,0.223814789,2315,2039,135,2,0,34293,6.727676066,1.77044107,2701819,551600,178260,318467,304791,292782,446798,564831
108,20/06/2020,11489,10530,619,,11,0,5.387762207,6,0,0,0,3.886270694,1.221399361,2797,2521,166,2,0,37617,5.076142132,1.994198695,615,570,33,0,0,13451,1.121956692,0.560978346,966,921,28,1,0,17569,2.826038491,0.628008553,2013,1857,132,0,0,22563,2.296655741,0.328093677,917,893,16,0,0,14217,1.366204207,0.683102103,1861,1724,109,1,0,24795,2.909592254,0.223814789,2320,2044,135,2,0,34461,7.435852494,2.655661605,2701819,551600,178260,318467,304791,292782,446798,564831
109,21/06/2020,11491,10532,619,,2,0,5.386824471,4,0,0,-2,3.923282796,1.295423565,2797,2522,166,1,0,37797,5.076142132,1.994198695,615,570,33,0,0,13551,1.121956692,0.560978346,966,921,28,1,0,17686,2.826038491,0.628008553,2013,1857,132,0,0,22716,2.296655741,0.328093677,917,893,16,0,0,14332,1.366204207,0.683102103,1863,1724,109,1,0,25002,3.133407043,0.671444366,2320,2045,135,1,0,34722,7.435852494,2.655661605,2701819,551600,178260,318467,304791,292782,446798,564831
110,22/06/2020,11497,10535,619,,6,0,5.384013221,4,0,0,0,3.738222287,1.40645987,2798,2522,166,1,0,38067,4.532269761,1.994198695,615,570,33,0,0,13589,1.121956692,0.560978346,966,921,28,1,0,17745,2.512034214,0.628008553,2013,1857,132,0,0,22813,1.640468387,0.328093677,917,893,16,0,0,14371,1.024653155,0.683102103,1868,1725,109,1,0,25131,3.581036621,1.79051831,2320,2047,135,1,0,34858,7.435852494,2.301573391,2701819,551600,178260,318467,304791,292782,446798,564831
111,23/06/2020,11499,10545,619,,2,0,5.383076789,4,0,0,0,2.479810824,1.332435666,2798,2524,166,1,0,38165,3.625815809,1.450326323,615,570,33,0,0,13705,1.121956692,0.560978346,966,921,28,1,0,17789,1.256017107,0.628008553,2013,1860,132,0,0,22841,0.328093677,0.328093677,917,893,16,0,0,14408,0.683102103,0.683102103,1870,1730,109,1,0,25288,3.357221832,2.238147888,2320,2047,135,1,0,34930,4.072014461,2.124529284,2701819,551600,178260,318467,304791,292782,446798,564831
112,24/06/2020,11504,10554,619,,5,0,5.380737135,4,0,0,0,2.368774518,1.332435666,2803,2529,166,1,0,38464,3.807106599,2.356780276,615,571,33,0,0,13804,1.121956692,0.560978346,966,921,28,1,0,17876,0.94201283,0.314004277,2013,1860,132,0,0,22995,0.328093677,0.328093677,917,893,16,0,0,14554,0.683102103,0.683102103,1870,1730,109,1,0,25536,3.133407043,2.014333099,2320,2050,135,1,0,35181,3.717926247,1.593396963,2701819,551600,178260,318467,304791,292782,446798,564831
113,25/06/2020,11515,10563,619,,11,0,5.375597047,5,0,0,1,2.553835027,1.369447768,2803,2535,166,1,0,38690,3.807106599,1.994198695,615,571,33,0,0,13887,1.121956692,0.560978346,976,921,28,2,0,18380,4.082055598,3.140042767,2014,1860,132,0,0,23118,0.656187355,0.328093677,917,893,16,0,0,14671,0.683102103,0,1870,1733,109,1,0,25979,2.461962677,2.014333099,2320,2050,135,1,0,35479,3.186793926,0.885220535,2701819,551600,178260,318467,304791,292782,446798,564831
114,26/06/2020,11520,10590,619,,5,0,5.373263889,4,0,0,-1,2.442798722,1.147375157,2804,2557,166,1,0,38878,3.444525018,1.269035533,615,571,33,0,0,13971,0.560978346,0,980,921,28,2,0,18848,5.338072705,4.396059874,2014,1861,132,0,0,23513,0.656187355,0.328093677,917,893,16,0,0,14699,0.683102103,0,1870,1735,109,0,0,26055,2.238147888,2.014333099,2320,2052,135,1,0,35554,2.655661605,0,2701819,551600,178260,318467,304791,292782,446798,564831
115,27/06/2020,11533,10606,619,,13,0,5.367207145,4,0,0,0,2.849931842,1.554508278,2810,2569,166,1,0,39045,4.35097897,2.356780276,615,571,33,0,0,14040,0.560978346,0,984,922,28,2,0,19740,6.280085535,5.652076981,2015,1861,132,0,0,23951,0.984281032,0.656187355,918,893,16,0,0,14909,1.024653155,0.341551052,1871,1736,109,0,0,26598,2.461962677,1.79051831,2320,2054,135,1,0,36086,2.655661605,0,2701819,551600,178260,318467,304791,292782,446798,564831
116,28/06/2020,11540,10611,619,,7,0,5.363951473,4,0,0,0,3.109016555,1.591520379,2810,2572,166,1,0,39399,4.35097897,2.175489485,615,571,33,0,0,14135,0.560978346,0,989,922,28,2,0,19914,7.850106918,7.222098365,2015,1861,132,0,0,24355,0.984281032,0.656187355,918,893,16,0,0,15216,1.024653155,0.341551052,1871,1737,109,0,0,27056,2.461962677,0.671444366,2322,2055,135,1,0,36464,3.009749819,0.354088214,2701819,551600,178260,318467,304791,292782,446798,564831
117,29/06/2020,11546,10615,619,,6,0,5.361164039,4,0,0,0,3.220052861,1.739568787,2810,2573,166,1,0,39762,4.16968818,2.175489485,615,571,33,0,0,14189,0.560978346,0,994,922,28,2,0,20657,9.420128302,8.792119749,2015,1861,132,0,0,24810,0.984281032,0.656187355,918,893,16,0,0,15286,1.024653155,0.341551052,1872,1739,109,0,0,27998,2.685777465,0.447629578,2322,2056,135,1,0,37015,2.655661605,0.354088214,2701819,551600,178260,318467,304791,292782,446798,564831
118,30/06/2020,11556,10623,619,,10,0,5.356524749,4,0,0,0,3.442125472,1.924629296,2813,2577,166,1,0,39996,4.16968818,1.812907904,615,571,33,0,0,14322,0.560978346,0,999,922,28,2,0,21063,10.99014969,10.36214113,2016,1863,132,0,0,25328,1.312374709,0.984281032,919,893,16,0,0,15492,1.366204207,0.683102103,1872,1739,109,0,0,28588,2.685777465,0.447629578,2322,2058,135,1,0,37385,2.478617498,0.354088214,2701819,551600,178260,318467,304791,292782,446798,564831
119,01/07/2020,11565,10633,619,,9,0,5.352356247,3,0,0,-1,3.590173879,1.850605092,2816,2580,166,1,0,40571,4.713560551,2.356780276,615,572,33,0,0,14452,0.560978346,0,1005,925,28,2,0,21619,12.56017107,9.106124025,2016,1864,132,0,0,25889,1.312374709,0.656187355,919,893,16,0,0,15710,1.366204207,0.683102103,1872,1740,109,0,0,29242,2.461962677,0.447629578,2322,2059,135,0,0,37891,1.947485177,0.354088214,2701819,551600,178260,318467,304791,292782,446798,564831
120,02/07/2020,11585,10649,619,,20,0,5.343116098,4,0,0,1,3.960294898,2.40578662,2820,2581,166,1,0,41173,5.076142132,2.900652647,616,573,33,0,0,14577,1.121956692,0.560978346,1017,925,28,3,0,22119,16.01421811,11.61815824,2016,1866,132,0,0,26349,0.984281032,0.656187355,919,897,16,0,0,15935,0.683102103,0.683102103,1874,1741,109,0,0,29877,2.909592254,0.895259155,2323,2066,135,0,0,38298,1.416352856,0.531132321,2701819,551600,178260,318467,304791,292782,446798,564831
121,03/07/2020,11602,10665,619,,17,0,5.335287019,4,0,0,0,4.182367509,2.553835027,2822,2593,166,1,0,41714,4.532269761,2.175489485,616,573,33,0,0,14933,0.560978346,0.560978346,1031,926,28,3,0,22485,20.41027799,14.75820101,2016,1867,132,0,0,26887,0.984281032,0.328093677,919,898,16,0,0,16267,0.683102103,0.341551052,1874,1741,109,0,0,30912,2.909592254,0.671444366,2324,2067,135,0,0,38747,0.708176428,0.708176428,2701819,551600,178260,318467,304791,292782,446798,564831
122,04/07/2020,11620,10722,619,,18,0,5.327022375,4,0,0,0,4.774561138,2.960968148,2825,2609,166,1,0,42181,5.076142132,2.719361856,616,576,33,0,0,15267,0.560978346,0.560978346,1046,931,28,3,0,22999,25.12034214,17.89824377,2016,1874,132,0,0,27208,0.984281032,0.328093677,919,899,16,0,0,16459,0.683102103,0.341551052,1874,1745,109,0,0,31661,2.461962677,0.671444366,2324,2088,135,0,0,39381,0.708176428,0.354088214,2701819,551600,178260,318467,304791,292782,446798,564831
123,05/07/2020,11681,10808,619,,61,0,5.299203835,6,0,0,2,6.81022674,4.996633749,2826,2630,166,1,0,42600,5.076142132,2.900652647,616,581,33,0,0,15380,0.560978346,0.560978346,1103,932,28,5,0,23406,43.01858591,34.22646616,2016,1881,132,0,0,27514,0.984281032,0.328093677,919,901,16,0,0,16686,0.683102103,0.341551052,1876,1754,109,0,0,31954,1.79051831,0.895259155,2325,2129,135,0,0,39911,0.885220535,0.531132321,2701819,551600,178260,318467,304791,292782,446798,564831
124,06/07/2020,11681,10808,619,,0,0,5.299203835,6,0,0,0,6.736202536,4.626512731,2826,2630,166,1,0,43024,5.076142132,2.356780276,616,581,33,0,0,15692,0.560978346,0.560978346,1103,932,28,5,0,24131,43.01858591,32.65644478,2016,1881,132,0,0,27570,0.984281032,0,919,901,16,0,0,16875,0.683102103,0,1876,1754,109,0,0,32085,1.342888733,0.895259155,2325,2129,135,0,0,40303,0.885220535,0.531132321,2701819,551600,178260,318467,304791,292782,446798,564831
125,07/07/2020,11692,10817,619,,11,0,5.294218269,7,0,0,1,6.958275147,4.700536935,2826,2636,166,1,0,43246,4.16968818,1.812907904,617,582,33,0,0,16003,1.121956692,1.121956692,1111,932,28,6,0,24248,45.53062013,33.28445333,2016,1881,132,0,0,28196,0.984281032,0,920,901,16,0,0,17119,1.024653155,0.341551052,1876,1754,109,0,0,32200,1.342888733,0.895259155,2326,2131,135,0,0,40654,1.062264642,0.708176428,2701819,551600,178260,318467,304791,292782,446798,564831
126,08/07/2020,11708,10844,619,,16,0,5.286983259,7,0,0,0,7.143335656,4.552488527,2827,2636,166,1,0,43671,4.35097897,1.269035533,617,582,33,0,0,16336,1.121956692,0.560978346,1126,932,28,6,0,24763,47.10064151,34.22646616,2016,1882,132,0,0,28460,0.656187355,0,920,901,16,0,0,17249,1.024653155,0.341551052,1876,1754,109,0,0,32494,1.342888733,0.447629578,2326,2157,135,0,0,41355,1.062264642,0.531132321,2701819,551600,178260,318467,304791,292782,446798,564831
127,09/07/2020,11755,10880,619,,47,0,5.265844322,7,0,0,0,8.697843934,5.662851583,2830,2642,166,1,0,44191,4.713560551,1.450326323,617,582,33,0,0,16750,1.121956692,0.560978346,1168,950,28,6,0,25056,59.03280403,43.01858591,2016,1883,132,0,0,29056,0.656187355,0,920,901,16,0,0,17563,1.024653155,0.341551052,1877,1754,109,0,0,32749,1.566703522,0.671444366,2327,2168,135,0,0,42028,1.239308749,0.531132321,2701819,551600,178260,318467,304791,292782,446798,564831
128,10/07/2020,11776,10898,619,,21,0,5.256453804,7,1,1,0,8.993940749,5.773887888,2833,2642,166,0,0,44730,4.16968818,1.450326323,617,582,33,0,0,17076,1.121956692,0.560978346,1183,959,28,6,0,25470,62.48685107,43.01858591,2017,1883,132,1,0,29811,0.656187355,0.328093677,921,901,16,0,0,17836,1.024653155,0.683102103,1877,1754,109,0,0,32970,1.342888733,0.671444366,2328,2177,135,1,1,42756,1.416352856,0.708176428,2701819,551600,178260,318467,304791,292782,446798,564831
129,11/07/2020,11804,10926,619,,28,0,5.24398509,3,1,0,-4,9.771194888,4.552488527,2836,2648,166,0,0,45224,4.713560551,1.812907904,617,583,33,0,0,17351,1.121956692,0.560978346,1203,972,28,2,0,25745,67.19691522,31.40042767,2020,1883,132,1,0,30394,1.640468387,1.312374709,921,901,16,0,0,17947,1.024653155,0.683102103,1877,1754,109,0,0,33199,1.342888733,0.223814789,2330,2185,135,1,1,43384,1.416352856,0.885220535,2701819,551600,178260,318467,304791,292782,446798,564831
130,12/07/2020,11812,10940,619,,8,0,5.240433458,4,1,0,1,9.845219091,4.848585342,2837,2652,166,0,0,45754,4.894851342,1.994198695,617,583,33,0,0,17644,1.121956692,0.560978346,1207,980,28,2,0,26429,66.88291095,32.65644478,2020,1884,132,1,0,30995,1.640468387,1.312374709,922,901,16,0,0,18180,1.366204207,1.024653155,1878,1755,109,0,0,33439,1.342888733,0.447629578,2331,2185,135,2,1,44058,1.593396963,1.062264642,2701819,551600,178260,318467,304791,292782,446798,564831
131,13/07/2020,11824,10943,619,,12,0,5.23511502,6,1,0,2,9.919243295,4.885597444,2842,2652,166,1,0,46098,5.257432922,2.900652647,618,584,33,0,0,17718,1.682935039,0.560978346,1210,982,28,2,0,26642,66.25490239,31.0864234,2020,1884,132,1,0,31605,1.312374709,1.312374709,923,901,16,1,0,18403,1.366204207,1.024653155,1880,1755,109,0,0,33558,1.79051831,0.895259155,2331,2185,135,2,1,44563,1.593396963,0.885220535,2701819,551600,178260,318467,304791,292782,446798,564831
132,14/07/2020,11829,10965,619,,5,0,5.23290219,6,1,0,0,9.771194888,4.478464323,2842,2653,166,1,0,46275,4.713560551,2.719361856,618,584,33,0,0,17938,1.682935039,0.560978346,1212,1001,28,2,0,26943,64.99888528,27.0043678,2022,1886,132,1,0,32226,1.968562064,1.968562064,924,901,16,1,0,18510,1.707755258,1.366204207,1880,1756,109,0,0,33685,1.79051831,0.895259155,2331,2184,135,2,1,45026,1.593396963,0.885220535,2701819,551600,178260,318467,304791,292782,446798,564831
133,15/07/2020,11836,10979,619,,7,0,5.229807367,6,1,0,0,9.290037564,2.99798025,2845,2653,166,1,0,46934,4.532269761,2.719361856,618,584,33,0,0,18194,1.121956692,0.560978346,1213,1014,28,2,0,27139,61.54483824,14.13019245,2023,1887,132,1,0,33070,2.296655741,2.296655741,924,901,16,1,0,18749,1.707755258,1.366204207,1881,1757,109,0,0,33963,1.566703522,0.895259155,2332,2183,135,2,1,45465,1.593396963,0.885220535,2701819,551600,178260,318467,304791,292782,446798,564831
134,16/07/2020,11864,11018,619,,28,0,5.217464599,6,1,0,0,9.697170684,3.257064963,2860,2667,166,1,0,47641,6.889050036,4.894851342,618,584,33,0,0,18421,1.121956692,0.560978346,1220,1032,28,4,0,27516,59.3468083,11.61815824,2025,1889,132,0,0,33848,2.952843096,2.624749418,924,901,16,1,0,19027,1.707755258,1.024653155,1883,1762,109,0,0,34206,2.014333099,1.342888733,2334,2183,135,1,1,45794,1.77044107,1.062264642,2701819,551600,178260,318467,304791,292782,446798,564831
135,17/07/2020,11877,11034,619,,13,0,5.21175381,6,1,0,0,9.512110175,2.701883435,2866,2673,166,1,0,48544,7.432922408,5.438723713,618,584,33,0,0,18523,1.121956692,0.560978346,1223,1035,28,5,0,28045,55.57875698,6.280085535,2025,1889,132,0,0,34049,2.952843096,1.640468387,925,901,16,0,0,19221,2.04930631,1.366204207,1885,1769,109,0,0,34392,2.461962677,1.79051831,2335,2183,135,1,1,46308,1.947485177,0.885220535,2701819,551600,178260,318467,304791,292782,446798,564831
136,18/07/2020,11891,11054,619,,14,0,5.205617694,6,1,0,0,7.772541388,2.923956046,2873,2676,166,1,0,49185,8.52066715,6.526468455,618,584,33,0,0,18604,1.121956692,0.560978346,1227,1051,28,4,0,28392,38.93653032,6.280085535,2026,1889,132,1,0,34168,3.280936773,1.968562064,926,901,16,0,0,19441,2.390857361,1.366204207,1886,1770,109,0,0,34565,2.238147888,1.79051831,2335,2183,135,1,1,46727,1.77044107,0.708176428,2701819,551600,178260,318467,304791,292782,446798,564831
137,19/07/2020,11896,11070,619,,5,0,5.203429724,8,0,-1,2,7.957601897,2.664871333,2874,2678,166,1,0,49908,8.701957941,5.801305294,618,585,33,0,0,18690,1.121956692,0,1230,1063,28,4,0,28746,39.87854315,6.280085535,2026,1889,132,1,0,34282,3.280936773,1.968562064,926,901,16,0,0,19652,2.390857361,1.024653155,1886,1770,109,1,0,34743,2.238147888,1.342888733,2336,2184,135,1,0,46994,1.947485177,0.885220535,2701819,551600,178260,318467,304791,292782,446798,564831
138,20/07/2020,11903,11081,619,,7,0,5.200369655,7,0,0,-1,7.80955349,2.738895537,2876,2682,166,1,0,50276,9.064539521,6.163886875,618,585,33,0,0,18731,0.560978346,0,1233,1069,28,4,0,28982,38.30852176,6.594089812,2026,1889,132,1,0,34362,3.280936773,1.312374709,927,902,16,0,0,19778,2.390857361,1.024653155,1887,1770,109,1,0,34958,2.461962677,1.566703522,2336,2184,135,1,0,47179,1.77044107,0.885220535,2701819,551600,178260,318467,304791,292782,446798,564831
139,21/07/2020,11914,11116,619,,11,0,5.195568239,7,0,0,0,7.62449298,2.886943944,2876,2679,166,0,0,50482,8.883248731,5.620014503,618,585,33,0,0,18812,0.560978346,0,1237,1103,28,4,0,29084,34.85447472,7.536102642,2029,1892,132,1,0,34443,4.265217805,1.968562064,927,902,16,0,0,19846,2.390857361,1.024653155,1890,1771,109,2,0,35058,3.133407043,2.014333099,2337,2184,135,1,0,47339,1.947485177,0.885220535,2701819,551600,178260,318467,304791,292782,446798,564831
140,22/07/2020,11930,11131,619,,16,0,5.188600168,8,0,0,1,6.477117823,2.442798722,2882,2679,166,0,0,50940,9.427121102,3.988397389,618,585,33,0,0,18937,0.560978346,0,1240,1114,28,4,0,29339,22.60830793,6.280085535,2029,1892,132,1,0,34628,4.265217805,1.312374709,927,902,16,0,0,19986,2.390857361,1.024653155,1892,1772,109,1,0,35321,3.357221832,2.014333099,2342,2187,135,2,0,47636,2.655661605,1.416352856,2701819,551600,178260,318467,304791,292782,446798,564831
